Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Two-Week Hash Growth,Hash Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Bitcoin Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,UTXO Growth,UTXO Set Size,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
175.647,454111,622,954252,1.04E+11,138,181835.86,279300,4.41E+11,0.0095432,-0.515735,3109466.448,18109304042,7.36,3.07,2119864.29,1893.598237,16176387.5,1977596379,1766515.448,1119.49,58.2824,198531772,6.28440534,168.5982366,561,7035.33,2024,0.3401,64664,47569271,380.74,0.109214,10.3386,54.0817
182.413,454249,619,969897,1.05E+11,138,182393.09,279390,4.41E+11,0.00668894,3.21074,3124705.612,18188081197,7.39,3.07,2143419.66,1906.549898,16178112.5,3051186303,2713999.059,1124.24,56.1416,198811162,9.42161717,181.549898,573,10592.16,2025,0.3396,62728,47631999,381.79,0.167769,10.3934,53.9931
182.149,454399,565,967386,1.05E+11,150,189023.44,328652,4.41E+11,0.00668149,1.46929,3141530.619,18875411618,6.43,3.18,2435395.61,2087.619141,16179987.5,3712089212,3181999.856,1166.59,56.3569,199139814,9.79607568,212.6191413,459,11428,2191,0.339,97356,47729355,395.47,0.196676,10.4983,53.9638
188.821,454562,526,971158,1.05E+11,163,190964.06,344094,4.41E+11,0.0119175,2.50239,3199048.017,19098025905,6.19,3.22,2668562.7,2261.110575,16182025,2214165809,1876093.72,1180.2,57.4941,199483908,5.41723011,223.6105752,518,6393.41,2111,0.3385,70487,47799842,399.5,0.115951,10.5398,53.8792
194.268,454729,512,966343,1.05E+11,167,186689.69,321776,4.41E+11,0.0156408,4.60957,3249130.961,18699285424,6.52,3.15,2629716.96,2276.003289,16184112.5,1392287636,1205016.086,1155.41,57.4773,199805684,3.54113362,188.5032892,551,4091.46,1927,0.3383,34994,47834836,390.88,0.0744684,10.5511,53.7454
204.819,454907,479,921744,1.05E+11,178,189068.64,271371,4.41E+11,0.0138551,11.0811,3386859.056,18967150283,7.95,3.2,2801053.52,2390.385326,16186337.5,1398555989,1193510.829,1171.8,60.2665,200077055,3.97252944,165.3853259,883,4655.01,1525,0.3389,-79352,47755484,397.12,0.0737459,10.5305,53.6568
201.8,455051,595,945159,1.05E+11,144,191738.12,283344,4.41E+11,0.0106299,6.68421,3374338.32,19259836591,7.7,3.24,2377285.21,1998.138442,16188137.5,2217434572,1863781.948,1189.75,57.4377,200360399,6.68864533,198.1384422,563,7957.82,1968,0.3385,66876,47822360,402.73,0.115145,10.5589,53.2326
204.418,455204,557,968240,1.05E+11,153,191657.23,327993,4.41E+11,0.0115884,6.35411,3421291.079,19278787739,6.58,3.24,2544680.78,2136.986492,16190050,2306475263,1936944.913,1190.78,60.3771,200688392,6.00206693,224.4864925,470,7147.14,2144,0.3378,102053,47924413,402.25,0.119652,10.5931,52.7359
194.235,455348,594,979150,1.06E+11,144,196230.8,313872,4.41E+11,0.00920859,7.64016,3440072.183,19765229377,7.08,3.31,2479255.69,2031.028099,16191850,3062223769,2508600.684,1220.69,63.7147,201002264,8.05756273,231.0280994,476,9835.79,2180,0.337,115869,48040282,411.37,0.154944,10.6523,52.2095
202.109,455505,543,955603,1.06E+11,157,201378.55,331010,4.41E+11,0.00903779,10.1863,3461983.471,20312546771,6.87,3.39,2778142.58,2214.824192,16193812.5,3501649362,2791626.961,1254.34,65.7807,201333274,8.61867663,252.3241923,482,10810.75,2108,0.3364,97769,48138051,421.96,0.172404,10.7136,52.0261
197.627,455656,576,985294,1.06E+11,151,205743.28,335316,4.61E+11,0.00574682,9.25603,3445856.387,20781998326,6.93,3.46,2754618.64,2146.712573,16195700,5787498816,4510278.228,1283.18,61.5969,201668590,13.58463257,259.2125726,460,17431.53,2221,0.3357,110394,48248445,430.76,0.278502,10.9149,52.0772
190.262,455788,654,985894,1.06E+11,132,202811.47,267615,4.61E+11,0.0113474,4.52289,3355037.937,20511028252,8.72,3.41,2369192.96,1870.927536,16197350,2465177687,1946725.699,1266.32,56.3682,201936205,7.59611627,220.9275356,627,9619.11,2027,0.3352,72016,48320461,424.47,0.120202,10.9772,51.7381
181.014,455935,567,983250,1.06E+11,147,203110.25,278613,4.61E+11,0.0172977,2.15884,3278869.54,20569242312,8.37,3.42,2609542.58,2055.130129,16199187.5,1597277800,1257926.869,1269.77,54.1586,202214818,4.4009392,217.6301288,598,5588.18,1895,0.335,29344,48349805,425.37,0.0776671,10.9459,50.6046
183.367,456077,599,965595,1.06E+11,142,204054.45,287161,4.61E+11,0.0126373,3.41058,3292766.706,20691545286,8.15,3.43,2571058.95,2013.074862,16200962.5,2405777521,1883663.634,1277.18,54.2832,202501979,6.27292148,238.0748624,551,8011.65,2022,0.3343,107325,48457130,426.96,0.116283,10.9605,50.5916
182.91,456230,562,974857,1.06E+11,153,198069.08,327660,4.61E+11,0.0128264,6.59339,3314485.739,20112790766,6.87,3.33,2707637.77,2181.274432,16202875,2600802736,2095208.075,1241.31,50.3571,202829639,6.41926484,268.774432,505,7968.3,2142,0.3338,85957,48543087,414.35,0.129327,10.9931,50.5317
182.474,456372,605,979431,1.07E+11,142,185272.12,298572,4.61E+11,0.00865281,6.51829,3328382.904,18837905625,7.11,3.11,2337703.07,2010.927375,16204650,3169395128,2726361.401,1162.5,49.1239,203128211,9.00846459,235.9273754,494,10472.34,2103,0.3334,66913,48610000,387.58,0.16826,11.0713,50.5562
177.707,456520,563,991813,1.07E+11,148,189307.53,304950,4.61E+11,0.00417231,5.71982,3321220.509,19274714580,7.11,3.18,2481908.66,2086.830002,16206500,6750575717,5675996.13,1189.32,49.8972,203433161,19.34491137,236.830002,515,23007.29,2060,0.3329,72490,48682490,395.92,0.350244,11.3268,50.7754
177.768,456676,555,991811,1.07E+11,156,185753.1,308143,4.61E+11,0.00994761,4.33045,3337581.201,18940222163,6.91,3.12,2576915.91,2205.244075,16208450,2998038262,2565627.418,1168.54,56.385,203741304,8.48296287,255.2440755,566,9912.68,1975,0.3328,25633,48708123,388.89,0.158305,11.4139,50.7746
183.993,456825,579,997570,1.07E+11,149,186419.88,278520,4.61E+11,0.0131328,4.43431,3393207.555,19034635247,7.74,3.14,2444835.87,2082.075807,16210312.5,1963014099,1671745.824,1174.23,53.2871,204019824,5.61545677,219.5758069,653,6593.84,1869,0.3328,5435,48713558,390.78,0.103142,11.4509,50.7245
190.284,456980,543,960152,1.07E+11,155,193250.28,221890,4.61E+11,0.0161004,0.960347,3419384.662,19759490300,10.27,3.26,2590330.42,2125.312129,16212250,1421505599,1166315.72,1218.8,53.9033,204241714,5.06200833,187.8121291,1120,6169.58,1432,0.3335,-95063,48618495,406.47,0.071952,11.4158,50.6776
185.929,457125,596,975970,1.07E+11,145,195693.51,271118,4.61E+11,0.0104218,1.62588,3429201.077,20035717031,8.39,3.3,2514682.23,2035.026487,16214062.5,2638183194,2134970.619,1235.7,50.483,204512832,7.40801162,222.5264866,672,9154.08,1870,0.3333,23370,48641865,411.86,0.131688,11.4489,50.7031
184.877,457281,548,968846,1.08E+11,156,196626.54,313521,4.61E+11,0.00962586,0.518121,3439017.493,20159584580,7.21,3.32,2742067.83,2205.670762,16216012.5,3301698168,2655827.482,1243.19,55.7865,204826353,8.55854385,255.6707618,524,10639.9,2010,0.3331,45565,48687430,414.11,0.163794,11.5081,50.7159
189.189,457423,607,984010,1.08E+11,142,198043.64,291859,4.61E+11,0.0102672,-0.030659,3439017.493,20331267122,7.86,3.34,2523993.6,2013.332058,16217787.5,2909756229,2321046.097,1253.64,58.6614,205118212,7.78338949,238.3320575,502,9757.57,2055,0.3326,77622,48765052,416.96,0.143132,11.525,50.6324
194.465,457576,554,988273,1.08E+11,153,187507.18,324045,4.61E+11,0.00787011,-0.190795,3455378.185,19276626859,6.66,3.16,2584239.11,2174.425194,16219700,3955039086,3327840.91,1188.47,58.102,205442257,10.28581328,261.9251935,486,12224.38,2118,0.3319,108470,48873522,394.45,0.205189,11.6125,50.0212
200.465,457730,555,993909,1.08E+11,154,172986.4,294562,4.76E+11,0.00785054,0.560434,3465168.137,17809073223,6.81,2.92,2383379.63,2170.932205,16221625,3438971957,3132432.148,1097.86,55.118,205736819,10.54527761,245.9322055,598,11577.24,1913,0.3317,28101,48901623,364.16,0.193117,11.7235,49.7285
204.753,457887,548,943655,1.08E+11,157,156224.34,263838,4.76E+11,0.00852419,4.55911,3507997.674,16105479783,6.94,2.64,2163167.54,2179.030886,16223587.5,2521486904,2539977.944,992.72,62.1346,206000657,8.90227581,216.5308861,729,8837.47,1680,0.3319,-22789,48878834,329.48,0.156574,11.7907,49.5571
203.33,458052,524,878835,1.08E+11,165,160715.69,265264,4.76E+11,0.00322904,8.51972,3558220.018,16590727125,7.11,2.72,2324218.06,2273.073897,16225650,6667771263,6521047.69,1022.5,63.3312,206265921,30.43991281,210.5738973,743,31124.81,1608,0.3321,-17451,48861383,339.57,0.40191,12.077,49.8175
204.031,458188,627,989773,1.08E+11,136,163366.75,282041,4.76E+11,0.00772617,7.60543,3543195.806,16885369043,6.77,2.76,2021630.97,1942.848461,16227350,3270397706,3142951.041,1040.55,67.1325,206547962,11.63896151,242.8484606,532,12110.92,2074,0.3314,103445,48964828,344.84,0.193697,12.149,49.8987
203.265,458330,609,981986,1.09E+11,142,173548.04,285186,4.76E+11,0.00382911,5.97262,3512447.301,17960772638,7.11,2.93,2240684.61,2024.654022,16229125,7215290853,6519644.758,1106.7,60.5962,206833148,22.54579705,249.6540222,529,24951.43,2008,0.331,71536,49036364,366.32,0.40174,12.3763,50.1687
208.431,458489,544,980525,1.09E+11,159,162709.97,316736,4.76E+11,0.00538277,7.70811,3584938.216,16863314332,5.96,2.75,2338596.04,2250.922602,16231112.5,5084155070,4893551.248,1038.95,58.7934,207149884,15.0086858,263.4226023,523,15593.27,1992,0.3307,51760,49088124,343.58,0.301508,12.5239,50.3275
204.67,458637,575,966780,1.09E+11,148,161960.81,288601,4.76E+11,0.00986134,7.92043,3584275.355,16807771702,6.57,2.74,2160701.76,2086.807895,16232962.5,2486164900,2401140.515,1035.41,55.8747,207438485,8.03108077,236.807895,529,8315.46,1950,0.3301,86566,49174690,341.79,0.147932,12.5071,50.3399
207.911,458813,485,867409,1.09E+11,176,149607.85,287863,4.76E+11,0.00557298,9.61818,3658595.862,15547603368,6.09,2.53,2328194.21,2431.153563,16235162.5,3971873426,4147520.938,957.65,60.1808,207726348,15.85003575,231.1535635,584,15178.79,1636,0.33,19423,49194113,316.02,0.25548,12.6699,50.4463
196.388,458947,650,943693,1.09E+11,134,148674.25,248159,4.76E+11,0.00595554,5.53133,3580897.15,15468510350,7.12,2.51,1771235.82,1859.213819,16236837.5,2946609059,3092968.319,952.68,53.2326,207974507,12.85484826,184.2138187,576,12246.56,1852,0.3294,91967,49286080,313.81,0.190502,12.7921,50.5052
197.837,459112,523,656179,1.09E+11,165,151112.22,212121,4.76E+11,0.00870051,4.72344,3580897.15,15737767546,8.58,2.55,2142275.8,2210.491568,16238900,1648317359,1700804.176,969.14,54.5435,208186628,6.92012616,147.9915677,567,6706.57,1286,0.3288,95310,49381390,318.65,0.104746,12.7987,50.511
187.986,459244,658,924213,1.09E+11,132,159870.3,239598,4.76E+11,0.0082684,4.0296,3567384.33,16668488493,7.96,2.7,1900228.49,1851.442964,16240550,2500287563,2436096.422,1026.35,51.3704,208426226,10.00670194,201.4429641,569,10270.38,1815,0.3284,73093,49454483,337.05,0.150013,12.8122,50.5499
189.063,459399,555,985669,1.09E+11,155,161837.97,294356,4.76E+11,0.0102363,5.00967,3611300.993,16897222171,6.46,2.73,2256533.42,2169.097113,16242487.5,2353458172,2262266.22,1040.31,51.9579,208720582,7.44621807,231.5971125,654,7746.38,1899,0.3282,30248,49484731,341.43,0.139295,12.8229,50.5521
183.919,459537,627,973183,1.10E+11,138,161238.84,281566,4.76E+11,0.0117769,2.94681,3540358.691,16855319774,6.76,2.72,2009813.16,1936.94528,16244212.5,1867145342,1799450.031,1037.62,49.716,209002148,6.39126782,211.9452801,516,6631.71,2040,0.3276,104429,49589160,339.92,0.110788,12.8204,50.5228
196.925,459701,514,962547,1.10E+11,164,160816.23,286240,5.00E+11,0.00938047,4.83022,3622280.663,16835351978,6.63,2.72,2338353.94,2256.532085,16246262.5,2281345933,2201518.859,1036.26,51.933,209288388,7.32293799,206.532085,803,7588.47,1745,0.3279,-42644,49546516,339.79,0.135522,12.8211,50.5294
185.185,459836,639,960535,1.10E+11,135,166103.05,264489,5.00E+11,0.00605641,1.19903,3506716.603,17409353466,7.47,2.81,2037469.74,1901.547151,16247950,3786623687,3534012.475,1071.48,45.1289,209552877,21.30587243,214.047151,564,22828.82,1959,0.3274,73199,49619715,350.8,0.217518,12.9527,50.6076
190.025,459968,658,967179,1.10E+11,132,168126.15,255450,5.00E+11,0.00603221,0.410349,3522392.703,17641865728,7.86,2.84,2000224.36,1842.370091,16249600,3462075950,3188854.865,1085.68,46.4734,209808327,12.6366868,192.3700908,542,13719.4,1935,0.327,69623,49689338,355.02,0.196254,13.0821,50.6697
189.683,460126,545,823125,1.10E+11,158,169620.31,239926,5.00E+11,0.00474783,-0.916855,3525596.303,17819689472,8.49,2.86,2359124.67,2151.52411,16251575,4076547684,3717815.652,1096.49,43.8578,210048253,18.73499301,176.5241104,616,20542.73,1519,0.3267,57128,49746466,358.22,0.228777,13.2127,50.7816
205.132,460302,487,879301,1.10E+11,176,176629.6,291447,5.00E+11,0.00522511,4.54255,3704147.33,18582128269,7.18,2.98,2772090.64,2424.745804,16253775,4917161287,4301037.645,1143.25,49.5328,210339700,19.23544911,224.7458039,692,21990.93,1656,0.3264,51006,49797472,373.16,0.264632,13.3513,50.9467
198.745,460427,695,977789,1.10E+11,125,176159.38,255315,5.00E+11,0.00838891,3.17718,3624044.091,18553192009,8.27,2.97,2013421.19,1764.054453,16255337.5,2742035590,2402428.323,1141.36,47.7796,210595015,9.65211854,201.5544534,508,11016.54,2043,0.3258,90855,49888327,371.86,0.147806,13.347,50.9579
204.37,460589,522,966909,1.11E+11,162,174505.97,318447,5.00E+11,0.0105504,4.12039,3732651.814,18405122660,6.46,2.94,2559279.42,2260.627875,16257362.5,2528146455,2233127.925,1132.11,53.6216,210913462,7.03306116,235.6278749,603,7962.2,1966,0.3253,92908,49981235,368.28,0.137376,13.2958,50.949
194.891,460736,582,977748,1.11E+11,147,182014.09,288603,5.00E+11,0.0106268,2.45678,3672333.296,19221951424,7.5,3.07,2432364.19,2057.454781,16259200,2446705478,2069585.592,1182.22,50.5799,211202065,7.09441409,219.9547807,521,8387.16,1963,0.3248,73970,50055205,383.99,0.127301,13.2342,50.9222
205.197,460898,526,976046,1.11E+11,162,183260.98,295952,5.00E+11,0.00358334,2.99397,3768133.296,19381266241,7.36,3.09,2683734.85,2251.700985,16261225,7540129917,6326302.296,1191.87,55.9507,211498017,35.55925491,226.7009849,742,42382.01,1827,0.3248,12216,50067421,387.12,0.389056,13.4897,51.1323
200.012,461035,610,976255,1.11E+11,137,181872.24,228357,5.00E+11,0.00180347,5.72418,3785874.036,19257594811,9.68,3.07,2231614.51,1884.58671,16262937.5,11298848556,9541818.16,1184.14,55.092,211726374,57.95362087,172.0867104,959,68625.2,1667,0.3246,35642,50103063,384.37,0.586732,13.9723,51.5523
191.799,461194,544,924892,1.11E+11,159,184898.4,235884,5.00E+11,0.0123697,5.82326,3789422.184,19603951453,9.51,3.13,2594808.81,2152.85019,16264925,1610960642,1336575.133,1205.29,58.6089,211962258,5.51989217,165.3501905,907,6653.07,1484,0.3247,-12505,50090558,391.36,0.0821855,13.9218,51.4903
187.283,461341,580,918205,1.11E+11,147,185528.66,275333,5.00E+11,0.00952025,3.33975,3686525.889,19694657362,8.08,3.13,2466038.47,2036.8195,16266762.5,2534588776,2093438.484,1210.73,53.4796,212237591,7.16135307,199.3195,522,8670.47,1873,0.3239,131068,50221626,392.16,0.128706,13.9067,51.4896
200.841,461508,503,962808,1.11E+11,167,186873.34,308971,5.00E+11,0.0112323,6.20959,3835548.11,19866055424,7.2,3.15,2825606.12,2313.965257,16268850,2461716631,2015966.318,1221.11,58.308,212546562,6.32786191,226.4652571,574,7727.02,1850,0.3235,69128,50290754,395.03,0.12393,13.7821,51.4457
193.366,461650,584,982567,1.12E+11,142,186164.82,276595,5.00E+11,0.0102901,6.33344,3764585.147,19815506069,8.09,3.14,2420154.48,1987.202641,16270625,2511233260,2061987.946,1217.87,49.4773,212823157,7.63244483,212.2026405,630,9295.33,1948,0.3228,120127,50410881,393.13,0.126744,13.6939,51.3558
179.86,461777,669,972988,1.12E+11,127,180194.07,228861,5.21E+11,0.0101958,2.49669,3712717.662,19201210750,9.62,3.04,2131405.13,1806.275536,16272212.5,2531717621,2145523.408,1180,47.6731,213052018,10.1791679,218.7755358,713,12011.42,1802,0.3224,53872,50464753,380.43,0.131865,13.6791,51.2842
174.096,461916,619,995114,1.12E+11,139,180599.11,286847,5.21E+11,0.0106123,4.14329,3652010.028,19268194061,7.56,3.03,2330644.23,1968.466148,16273950,2576574334,2176179.135,1183.99,39.6926,213338865,7.9033754,230.9661477,537,9357.52,2064,0.3213,192368,50657121,380.42,0.133736,13.7178,51.2292
182.827,462066,573,986202,1.12E+11,150,180506.32,268966,5.21E+11,0.0125055,5.62961,3720689.666,19283760218,8.11,3.03,2458288.48,2074.837725,16275825,1893091039,1597801.368,1184.81,41.0901,213607831,5.68649105,199.8377246,647,6737.41,1793,0.3206,102236,50759357,379.85,0.0981825,13.7091,51.0854
181.955,462212,591,930579,1.12E+11,146,181042.92,212506,5.21E+11,0.00832242,4.84797,3696516.02,19364543546,10.51,3.04,2360932.87,1984.577582,16277650,2280876041,1917282.574,1189.64,35.1753,213820337,8.06874884,159.5775818,978,9598.91,1456,0.3205,28804,50788161,381.28,0.117796,13.695,51.0133
183.536,462350,624,927953,1.12E+11,138,182825.86,249295,5.21E+11,0.00735508,-0.50795,3685332.103,19577576375,8.94,3.06,2293858.27,1907.415826,16279375,2982389347,2479951.228,1202.6,35.0026,214069632,9.75028773,182.4158262,642,11725.7,1806,0.3197,134304,50922465,384.47,0.152348,13.704,50.9968
176.311,462496,591,960703,1.12E+11,146,186033.41,306241,5.21E+11,0.00903703,0.240869,3632773.272,19945935308,7.29,3.12,2506237.92,2045.758208,16281200,2992400820,2442596.724,1225.09,33.428,214375873,7.7243275,220.7582078,485,9463,2098,0.3192,87374,51009839,391.05,0.150039,13.7291,50.8945
175.069,462639,600,984203,1.13E+11,143,185184.15,309329,5.21E+11,0.00936254,-2.00472,3657822.626,19879736609,7.19,3.1,2439369.92,1998.025963,16282987.5,2745034844,2248388.343,1220.89,34.1124,214685202,7.05482294,210.5259631,492,8613.16,2163,0.3186,92972,51102811,388.98,0.138095,13.7121,50.799
181.622,462777,615,974005,1.13E+11,138,188931.36,267105,5.21E+11,0.0103187,0.712705,3698506.194,20306222252,8.6,3.17,2436366.97,1953.860994,16284712.5,2765363428,2217701.935,1246.95,31.1184,214952307,8.47386962,228.8609939,583,10566.49,1936,0.3188,-17524,51085287,397.53,0.136197,13.6845,50.6856
188.393,462944,516,969954,1.13E+11,167,189736.04,323750,5.21E+11,0.0106834,0.900474,3802064.368,20422018520,7.03,3.18,2916935.35,2326.290254,16286800,2802366538,2234920.279,1253.9,33.7686,215276057,6.83106739,238.790254,571,8565.48,1939,0.3185,56647,51141934,399.37,0.137237,13.7309,50.5022
185.342,463089,598,979915,1.13E+11,145,189985.59,273027,5.21E+11,0.0104937,-0.0608102,3783571.837,20474623026,8.47,3.18,2509451.17,1996.397083,16288612.5,2202590557,1752273.731,1256.99,29.2074,215549084,6.11653602,183.897083,648,7688.42,1883,0.3182,53885,51195819,399.97,0.107588,13.7671,50.2773
194.625,463242,557,936612,1.13E+11,153,189789.9,241307,5.21E+11,0.0106629,0.528819,3809461.38,20479470599,9.68,3.18,2613667.17,2079.058159,16290525,1963478882,1561861.751,1257.14,30.9513,215790391,5.84353347,166.5581593,1010,7346.14,1577,0.3182,4575,51200394,400.02,0.0958857,13.7671,50.1662
192.631,463366,698,976707,1.13E+11,124,189703.04,228869,5.21E+11,0.00972729,1.93018,3757682.293,20492009014,10.25,3.18,2193410.54,1743.860696,16292075,2506476259,1992762.113,1257.79,27.5149,216019260,8.47105261,193.8606958,649,10654.81,1846,0.318,25215,51225609,399.98,0.122327,13.7669,50.1481
192.917,463514,582,965997,1.13E+11,148,192224.22,323902,5.21E+11,0.00836741,-1.83726,3765079.306,20790559482,7.15,3.22,2706079.25,2120.801629,16293925,4129186679,3236115.801,1275.97,25.3444,216343162,10.10373048,270.8016293,463,12892.06,2189,0.3175,101921,51327530,405.12,0.198625,13.8459,50.1732
206.694,463667,559,971856,1.14E+11,153,195719.19,333681,5.21E+11,0.0104835,0.995574,3802064.368,21196321753,7.06,3.28,2816118.27,2165.045724,16295837.5,3133095784,2408739.609,1300.72,25.8945,216676843,7.14960344,252.5457238,478,9299.63,2181,0.3168,107498,51435028,412.07,0.147829,13.8601,50.1467
214.634,463814,589,967638,1.14E+11,147,200292.41,298572,5.22E+11,0.00968615,3.33584,3836567.889,21718770635,8.15,3.36,2792295.25,2095.32672,16297675,3546861029,2661549.739,1332.63,26.1089,216975415,8.86238758,257.8267201,509,11810.28,2031,0.3165,58451,51493479,421.78,0.163324,13.9156,50.1452
200.637,463950,637,996645,1.14E+11,136,199969.7,305275,5.22E+11,0.0102042,1.94496,3723040.097,21709626544,7.95,3.34,2597134.06,1949.902821,16299375,3261601780,2448778.675,1331.93,22.7349,217280690,8.12764743,249.9028212,471,10825.46,2245,0.3157,138528,51632007,420.49,0.150253,13.9879,50.1309
208.487,464123,496,971583,1.14E+11,173,201692.49,342452,5.22E+11,0.0123404,2.88497,3828030.482,21928991260,7.1,3.37,3250854.53,2416.614904,16301537.5,2769728932,2058956.544,1345.21,27.014,217623142,5.91659098,254.1149036,591,7959.06,1979,0.3153,69503,51701510,424.14,0.12632,14.0277,50.0958
200.92,464274,572,966110,1.14E+11,151,202805.9,277231,5.22E+11,0.0111695,3.39151,3821883.55,22078261169,8.97,3.39,2825399.8,2086.38232,16303425,2411009723,1780380.977,1354.21,26.1094,217900373,6.32102974,198.8823205,754,8560,1836,0.3153,14207,51715717,426.98,0.109215,14.0446,50.0821
199.614,464424,574,982788,1.14E+11,150,212348.9,298713,5.22E+11,0.00908804,6.34826,3919286.513,23147003880,8.68,3.55,2990277.17,2106.422349,16305300,3614609458,2546216.863,1419.6,29.8015,218199086,8.30959901,231.422349,687,11796.31,1991,0.3148,72585,51788302,446.89,0.156173,14.0913,50.1205
202.546,464582,537,980652,1.14E+11,158,217900.24,331853,5.22E+11,0.0108558,8.941,3957579.606,23784323660,7.96,3.64,3276928.39,2246.764431,16307275,3650846039,2503134.047,1458.51,26.0599,218530939,7.46771455,271.7644307,510,10891.74,2100,0.3144,79293,51867595,458.56,0.153515,14.1157,50.1176
186.149,464714,652,995290,1.15E+11,132,224245.09,295856,5.22E+11,0.00957447,6.10148,3881003.761,24504975259,9.28,3.75,2855435.95,1900.393298,16308925,3929122146,2614969.316,1502.55,23.4014,218826795,8.91309859,250.3932981,475,13392.38,2241,0.3138,107756,51975351,471.5,0.160355,14.1587,50.135
186.528,464882,512,971058,1.15E+11,168,230148.14,355477,5.22E+11,0.0104473,7.03906,3958846.244,25185853703,7.83,3.84,3711272.25,2403.51807,16311025,4485477541,2904913.892,1544.1,28.2666,219182272,8.63140766,303.5180701,497,13327.76,2116,0.3129,148421,52123772,483.15,0.178114,14.1882,50.1642
183.608,465011,668,961232,1.15E+11,129,227169.21,268063,5.22E+11,0.00915816,3.44114,3932898.75,24886722896,10.48,3.78,2859929.93,1874.61404,16312637.5,4366019352,2861818.782,1525.61,27.1152,219450335,11.23862571,262.1140397,499,17145.76,2078,0.3122,120322,52244094,476.3,0.175452,14.2333,50.2031
181.243,465179,511,964949,1.15E+11,168,231625.2,359626,5.22E+11,0.010832,3.45687,3914364.825,25410693098,7.8,3.85,3732382.9,2396.347358,16314737.5,4260700727,2735549.702,1557.53,26.082,219809961,7.72458649,296.3473578,500,12031.28,2141,0.3116,119180,52363274,485.33,0.167692,14.2864,50.2149
182.16,465346,507,964819,1.15E+11,167,231902.64,318583,5.22E+11,0.0125812,4.31064,3973673.383,25476764219,8.91,3.86,3692669.42,2365.003663,16316825,3443492549,2205416.073,1561.38,29.1192,220128544,7.26639822,277.5036633,656,11345.61,1908,0.3116,2061,52365335,486.53,0.135179,14.3175,50.2352
186.444,465526,473,967791,1.15E+11,180,243636.92,364493,5.22E+11,0.00803727,8.70735,4084876.929,26806365358,8.1,4.06,4215262.01,2566.150834,16319075,6460900132,3933241.692,1642.64,30.6915,220493037,10.77595214,316.1508343,525,17701.01,2025,0.3111,85170,52450505,511.03,0.24104,14.4316,50.3724
183.896,465681,555,987770,1.16E+11,155,255819.38,333786,5.22E+11,0.00968847,8.19843,4073756.575,28184103646,9.37,4.26,3874478.16,2243.65505,16321012.5,5456335653,3159686.166,1726.86,34.5584,220826823,9.61100149,306.1550498,503,16596.85,2153,0.3105,109302,52559807,536.19,0.193615,14.5051,50.4317
196.685,465829,576,960619,1.16E+11,148,260838.84,310565,5.60E+11,0.00789608,9.75616,4172999.972,28772472957,10.33,4.33,3790826.07,2150.567067,16322862.5,6709286425,3806233.825,1762.71,34.785,221137388,12.27874225,300.5670668,476,21643.86,2098,0.3097,141059,52700866,545.91,0.233203,14.5353,50.5216
191.595,465964,642,961251,1.16E+11,135,268955.17,296048,5.60E+11,0.00921798,6.53019,4087103.12,29701049516,11.23,4.46,3580704.76,1968.058192,16324550,5537039656,3043316.051,1819.41,30.957,221433436,10.27094276,280.558192,460,18687.06,2193,0.3088,155472,52856338,561.83,0.186443,14.5569,50.5491
200.283,466118,553,949541,1.16E+11,154,249859.82,314692,5.60E+11,0.0104839,13.3839,4221326.561,27627171201,9.78,4.13,3799046.2,2245.073602,16326475,5165652707,3052679.522,1692.17,35.9105,221748128,9.43952937,320.0736017,481,15973.29,2043,0.3081,130594,52986932,521.36,0.186997,14.655,50.591
198.907,466276,545,959925,1.16E+11,158,259571.67,330290,5.60E+11,0.00997827,10.4195,4226891.852,28738561854,9.66,4.29,4007447.93,2276.920241,16328450,5324926064,3025474.602,1760.03,38.6322,222078418,9.10601647,301.9202412,540,16026.86,2090,0.3077,87535,53074467,541.56,0.185307,14.7822,50.6153
205.878,466440,520,975155,1.16E+11,164,261788,369626,5.60E+11,0.0116448,11.464,4260023.616,29023871040,8.64,4.32,4171625.1,2347.196335,16330500,4535424606,2551890.871,1777.28,34.6863,222448044,7.00836536,297.1963347,460,12455.83,2254,0.307,126342,53200809,545.62,0.156284,14.8389,50.6486
211.531,466610,509,970705,1.16E+11,170,252409.72,329174,5.60E+11,0.0105883,8.91847,4268826.867,28023844628,9.45,4.17,4210068.06,2453.676992,16332625,5325626302,3103837.408,1715.82,32.7006,222777218,9.14999346,328.6769922,559,15699.74,1936,0.3064,98482,53299291,525.73,0.190059,14.9087,50.7031
209.252,466742,644,973989,1.17E+11,132,255698.49,231174,5.60E+11,0.0125184,6.61032,4219188.374,28420331758,14.03,4.23,3488846.22,2005.176228,16334275,4935927230,2836870.218,1739.92,32.0188,223008392,11.75067492,355.176228,743,20445.23,1751,0.3068,-52899,53246392,533.81,0.173698,14.9738,50.7107
